CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Segment,Cluster,Cluster_Name,Cluster_Action
17043,32,4,1735.18,4,4,4,12,444,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17044,25,1,948.48,4,2,4,10,424,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
17045,113,3,339.44,2,4,2,8,242,Can't Lose Them,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17046,157,1,642.02,2,2,3,7,223,At Risk,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17047,85,3,1100.9,2,4,4,10,244,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17048,118,3,925.35,2,4,3,9,243,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17049,3,9,5659.9800000000005,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17050,96,6,3228.84,2,5,5,12,255,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17051,194,1,247.14,1,2,1,4,121,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17052,28,1,413.75,4,2,2,8,422,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
17053,131,1,498.48,2,2,3,7,223,At Risk,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17054,28,5,1356.33,4,4,4,12,444,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17058,82,3,1179.89,2,4,4,10,244,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17059,30,5,3095.04,4,4,5,13,445,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17060,266,1,234.24,1,2,1,4,121,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17061,74,11,5232.2300000000005,2,5,5,12,255,Can't Lose Them,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17062,314,4,538.37,1,4,3,8,143,Can't Lose Them,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17063,21,7,1461.14,4,5,4,13,454,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17064,59,3,859.35,3,4,3,10,343,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17068,12,21,4552.14,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17069,28,9,2709.7000000000003,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17070,114,1,312.14,2,2,2,6,222,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17071,28,9,2429.03,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17073,18,4,1446.09,4,4,4,12,444,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17075,18,4,834.12,4,4,3,11,443,Loyal Customers,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17076,36,3,841.0799999999999,3,4,3,10,343,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17078,36,2,378.2,3,3,2,8,332,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
17079,78,1,118.8,2,2,1,5,221,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17080,22,2,287.62,4,3,2,9,432,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
17081,25,2,290.16,4,3,2,9,432,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
17082,33,2,2003.85,4,3,4,11,434,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17083,109,3,1405.78,2,4,4,10,244,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17084,35,2,2949.75,3,3,5,11,335,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17085,123,5,1566.65,2,4,4,10,244,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17086,7,6,2050.08,5,5,4,14,554,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17088,28,4,1991.01,4,4,4,12,444,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17090,4,7,2043.95,5,5,4,14,554,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17091,3,9,3827.76,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17092,50,4,1777.78,3,4,4,11,344,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17094,322,1,302.0,1,2,2,5,122,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17095,23,3,1324.16,4,4,4,12,444,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17096,15,4,1022.13,4,4,4,12,444,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17097,2,8,954.42,5,5,4,14,554,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17100,18,2,971.74,4,3,4,11,434,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
17101,10,4,1621.73,5,4,4,13,544,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17102,262,1,25.5,1,2,1,4,121,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17105,159,2,665.78,2,3,3,8,233,At Risk,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17107,33,6,10815.43,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17109,29,6,885.04,4,5,3,12,453,Loyal Customers,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17110,165,1,163.29999999999998,2,2,1,5,221,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17111,47,1,248.61,3,2,1,6,321,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17114,6,8,808.62,5,5,3,13,553,Loyal Customers,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17115,8,3,837.5,5,4,3,12,543,Loyal Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
17117,288,1,116.2,1,2,1,4,121,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17118,318,1,157.02,1,2,1,4,121,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17119,3,2,606.91,5,3,3,11,533,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
17120,233,1,307.46,1,2,2,5,122,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17122,119,1,138.32,2,2,1,5,221,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17123,162,1,345.3,2,2,2,6,222,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17124,185,1,298.89,1,2,2,5,122,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17125,50,1,259.35,3,2,2,7,322,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17126,152,5,1004.75,2,4,4,10,244,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17128,335,1,157.09,1,2,1,4,121,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17131,5,5,2463.17,5,4,5,14,545,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17133,16,7,4892.240000000001,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17134,107,2,425.0,2,3,2,7,232,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17135,16,7,1139.73,4,5,4,13,454,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17138,276,1,380.5,1,2,2,5,122,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17139,16,12,10668.47,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17140,247,1,465.32,1,2,2,5,122,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17142,239,1,579.0,1,2,3,6,123,At Risk,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17144,1,2,984.57,5,3,4,12,534,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
17146,106,3,749.78,2,4,3,9,243,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17147,23,4,1714.59,4,4,4,12,444,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17148,52,1,124.88,3,2,1,6,321,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17152,195,3,1689.5,1,4,4,9,144,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17153,24,1,213.78,4,2,1,7,421,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
17154,75,1,329.34,2,2,2,6,222,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17155,18,2,251.7,4,3,2,9,432,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
17157,8,2,319.0,5,3,2,10,532,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
17158,32,3,1266.97,4,4,4,12,444,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17159,22,3,1538.88,4,4,4,12,444,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17160,31,6,3518.03,4,5,5,14,455,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17162,29,10,1715.46,4,5,4,13,454,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17163,22,2,293.1,4,3,2,9,432,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
17164,33,7,2467.35,4,5,5,14,455,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17165,284,1,158.68,1,2,1,4,121,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17166,39,2,206.34,3,3,1,7,331,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
17169,58,2,835.78,3,3,3,9,333,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17171,289,1,224.91,1,2,1,4,121,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17172,79,1,317.76,2,2,2,6,222,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17173,5,8,3766.6,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17174,218,1,59.9,1,2,1,4,121,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17175,44,4,1443.69,3,4,4,11,344,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17176,202,1,306.13,1,2,2,5,122,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17179,178,3,711.79,2,4,3,9,243,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17180,56,4,796.03,3,4,3,10,343,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17181,57,2,239.92,3,3,1,7,331,Promising,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17183,8,6,3347.31,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17186,47,2,144.0,3,3,1,7,331,Promising,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17187,227,1,203.95,1,2,1,4,121,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17188,11,7,2474.23,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17189,106,2,384.4,2,3,2,7,232,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17190,59,2,444.74,3,3,2,8,332,Promising,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17191,28,7,2095.13,4,5,5,14,455,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17193,36,7,1699.3,3,5,4,12,354,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17194,274,2,262.62,1,3,2,6,132,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17197,30,1,1013.01,4,2,4,10,424,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
17198,24,3,692.22,4,4,3,11,443,Loyal Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
17201,54,1,342.63,3,2,2,7,322,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17203,36,6,3563.85,3,5,5,13,355,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17204,175,4,1564.56,2,4,4,10,244,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17205,54,1,384.08,3,2,2,7,322,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17206,53,1,204.24,3,2,1,6,321,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17211,27,8,2317.2200000000003,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17212,253,1,226.85,1,2,1,4,121,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17213,40,7,2781.23,3,5,5,13,355,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17214,60,6,1069.12,3,5,4,12,354,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17217,234,1,113.5,1,2,1,4,121,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17218,4,10,1960.72,5,5,4,14,554,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17219,32,1,114.23,4,2,1,7,421,New Customers,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17220,24,14,3198.25,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17221,7,2,335.13,5,3,2,10,532,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
17222,65,1,354.15,3,2,2,7,322,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17223,310,2,426.79,1,3,2,6,132,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17226,309,1,393.49,1,2,2,5,122,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17227,19,6,939.32,4,5,3,12,453,Loyal Customers,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17228,16,8,1906.09,4,5,4,13,454,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17229,96,2,318.76,2,3,2,7,232,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17230,264,8,3638.41,1,5,5,11,155,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17231,12,10,3174.32,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17232,3,2,421.52,5,3,2,10,532,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
17233,35,1,190.88,3,2,1,6,321,Need Attention,0,New Potentials,"Welcome series, onboarding discounts, education content"
17234,183,1,149.89,1,2,1,4,121,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17235,25,2,550.0600000000001,4,3,3,10,433,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
17236,13,6,916.13,5,5,3,13,553,Loyal Customers,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17237,11,2,314.69,5,3,2,10,532,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
17238,3,17,3744.65,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17239,313,1,382.5,1,2,2,5,122,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17242,108,2,1135.04,2,3,4,9,234,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17243,1,26,8676.85,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17244,53,1,954.9,3,2,4,9,324,Need Attention,0,New Potentials,"Welcome series, onboarding discounts, education content"
17245,205,1,171.45000000000002,1,2,1,4,121,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17247,15,1,282.19,4,2,2,8,422,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
17248,120,1,318.65,2,2,2,6,222,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17250,4,2,384.52,5,3,2,10,532,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
17251,363,1,283.28000000000003,1,2,2,5,122,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17252,117,2,353.86,2,3,2,7,232,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17253,18,1,178.26,4,2,1,7,421,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
17254,5,2,272.44,5,3,2,10,532,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
17255,41,2,298.41,3,3,2,8,332,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
17256,107,2,240.0,2,3,1,6,231,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17259,148,2,603.37,2,3,3,8,233,At Risk,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17262,52,5,1253.36,3,4,4,11,344,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17263,208,1,63.440000000000005,1,2,1,4,121,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17265,139,2,562.9,2,3,3,8,233,At Risk,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17266,2,3,310.64,5,4,2,11,542,Loyal Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
17267,127,2,317.62,2,3,2,7,232,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17268,108,4,763.64,2,4,3,9,243,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17272,42,4,2148.63,3,4,5,12,345,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17274,35,1,111.98,3,2,1,6,321,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17277,228,2,1065.35,1,3,4,8,134,At Risk,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17278,241,1,246.04,1,2,1,4,121,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17279,58,1,187.83,3,2,1,6,321,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17282,130,3,1703.41,2,4,4,10,244,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17284,60,6,1652.58,3,5,4,12,354,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17286,22,1,153.92,4,2,1,7,421,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
17287,26,7,1064.11,4,5,4,13,454,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17288,9,7,1419.73,5,5,4,14,554,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17289,32,3,944.41,4,4,4,12,444,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17290,4,2,525.24,5,3,3,11,533,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
17291,308,1,550.8000000000001,1,2,3,6,123,At Risk,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17293,8,9,1875.11,5,5,4,14,554,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17295,29,3,556.95,4,4,3,11,443,Loyal Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
17297,17,1,131.78,4,2,1,7,421,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
17298,101,2,498.42,2,3,3,8,233,At Risk,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17299,12,4,669.11,5,4,3,12,543,Loyal Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
17301,21,1,197.63,4,2,1,7,421,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
17302,15,5,1135.63,4,4,4,12,444,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17303,361,1,250.04,1,2,1,4,121,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17306,11,19,8631.31,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17309,95,1,82.75,2,2,1,5,221,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17311,78,2,1384.85,2,3,4,9,234,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17312,139,3,644.3,2,4,3,9,243,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17313,31,1,2328.84,4,2,5,11,425,New Customers,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17314,25,8,2527.92,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17315,2,38,6292.26,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17317,46,3,2600.34,3,4,5,12,345,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17320,100,3,1200.62,2,4,4,10,244,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17321,8,2,700.86,5,3,3,11,533,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
17323,15,7,921.07,4,5,3,12,453,Loyal Customers,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17324,18,4,990.23,4,4,4,12,444,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17325,280,1,96.8,1,2,1,4,121,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17329,14,2,523.11,4,3,3,10,433,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
17330,23,2,363.9,4,3,2,9,432,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
17331,124,1,175.2,2,2,1,5,221,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17333,86,1,494.25,2,2,3,7,223,At Risk,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17334,302,2,307.02000000000004,1,3,2,6,132,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17337,151,4,2027.87,2,4,4,10,244,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17338,17,8,6643.93,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17339,94,2,243.36,2,3,1,6,231,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17340,30,11,12353.29,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17341,157,3,781.36,2,4,3,9,243,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17343,355,1,193.64,1,2,1,4,121,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17344,46,1,160.57,3,2,1,6,321,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17345,15,4,537.74,4,4,3,11,443,Loyal Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
17346,4,15,2676.56,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17347,86,1,228.96,2,2,1,5,221,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17348,15,5,1159.52,4,4,4,12,444,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17349,179,1,110.75,2,2,1,5,221,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17350,8,4,1286.07,5,4,4,13,544,Champions,0,New Potentials,"Welcome series, onboarding discounts, education content"
17351,36,3,587.15,3,4,3,10,343,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17353,129,2,1740.0,2,3,4,9,234,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17354,51,1,1393.06,3,2,4,9,324,Need Attention,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17356,312,1,178.22,1,2,1,4,121,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17357,24,2,388.14,4,3,2,9,432,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
17358,303,2,365.85,1,3,2,6,132,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17359,11,1,127.86,5,2,1,8,521,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
17360,17,3,585.79,4,4,3,11,443,Loyal Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
17361,49,3,488.2,3,4,2,9,342,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17362,239,2,312.23,1,3,2,6,132,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17364,1,11,4481.18,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17365,13,8,4801.56,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17367,238,1,168.4,1,2,1,4,121,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17368,23,8,1912.67,4,5,4,13,454,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17370,73,4,446.18,2,4,2,8,242,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17371,17,3,423.89,4,4,2,10,442,Loyal Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
17372,41,8,1342.68,3,5,4,12,354,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17373,40,4,646.92,3,4,3,10,343,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17374,219,2,495.77,1,3,3,7,133,At Risk,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17375,199,3,400.1,1,4,2,7,142,Can't Lose Them,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17376,71,2,203.2,3,3,1,7,331,Promising,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17377,24,20,4100.92,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17379,11,1,404.66,5,2,2,9,522,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
17381,9,29,20275.61,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17382,65,1,65.4,3,2,1,6,321,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17383,4,1,199.29,5,2,1,8,521,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
17384,19,2,336.4,4,3,2,9,432,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
17385,15,1,261.11,4,2,2,8,422,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
17386,8,6,2686.42,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17387,20,2,784.11,4,3,3,10,433,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
17388,78,4,1259.56,2,4,4,10,244,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
17389,1,34,31833.68,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
17391,164,2,508.8,2,3,3,8,233,At Risk,3,Lost Causes,Final reactivation attempt or remove from active campaigns
17392,307,2,457.91,1,3,2,6,132,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
